file,task_id,dataset_id,name,decision,primary_reason,evidence_url,review_note,summary_category
openml_active_classification_pool__deep_source_review__candidate_source_license_independence_review.csv,363713,46981,regensburg_pediatric_appendicitis,excluded,image_origin_and_patient_grouping,https://archive.ics.uci.edu/dataset/938/regensburg+pediatric+appendicitis,Mixed image/tabular source with multiple ultrasound views per patient.,Image/text-derived
openml_active_classification_pool__remaining_domain_round3__final_candidate_review.csv,3850,987,collins,excluded,text_origin_derived_features,https://www.openml.org/d/987,The predictors are linguistic features extracted from texts; this violates the fixed native-tabular origin gate.,Image/text-derived
expanded_candidate_source_review__candidate_source_license_independence_review.csv,3891,1038,gina_agnostic,excluded,image_origin,https://www.agnostic.inf.ethz.ch/datasets.php,GINA is an image-derived digit-recognition challenge representation.,Image/text-derived
openml_active_classification_pool__deep_source_review__candidate_source_license_independence_review.csv,3954,1120,MagicTelescope,excluded,image_origin,https://archive.ics.uci.edu/dataset/159/magic+gamma+telescope,Features summarize shower images; outside native-tabular origin gate.,Image/text-derived
openml_active_classification_pool__remaining_domain_round2__final_candidate_review.csv,125966,40536,SpeedDating,excluded,repeated_participant_dyads,https://www.openml.org/d/40536,Speed-dating rows repeatedly reuse the same participants across dyads.,Non-IID/grouped units
expanded_candidate_source_review__candidate_source_license_independence_review.csv,146607,40536,SpeedDating,excluded,non_independent_dyads,https://www.openml.org/d/40536,"8,378 dates reuse about 552 participants across 21 waves; rows are not independent observational units.",Non-IID/grouped units
expanded_candidate_source_review__candidate_source_license_independence_review.csv,359992,42733,Click_prediction_small,excluded,grouped_without_ids,https://www.openml.org/d/1220,Source description defines search sessions and user/query context; independent row sampling is not established.,Non-IID/grouped units
openml_active_classification_pool__followup_source_review__followup_candidate_review.csv,362296,42738,open_payments,excluded,non_independent_repeated_entities_without_group_ids,https://openpaymentsdata.cms.gov/datasets,"Payment rows repeat manufacturers, physicians, and products; identifiers needed for group splitting are absent.",Non-IID/grouped units
openml_active_classification_pool__followup_source_review__followup_candidate_review.csv,363613,46905,Amazon_employee_access,excluded,crossed_employee_resource_manager_groups,https://www.kaggle.com/c/amazon-employee-access-challenge,"Rows share resources, managers, departments, roles, and likely employees; no admissible group identifier is retained.",Non-IID/grouped units
openml_active_classification_pool__deep_source_review__candidate_source_license_independence_review.csv,363644,46937,in_vehicle_coupon_recommendation,excluded,repeated_respondent_scenarios,https://archive.ics.uci.edu/dataset/603/in+vehicle+coupon+recommendation,Twenty scenarios per participant without a retained respondent ID.,Non-IID/grouped units
openml_active_classification_pool__remaining_domain_round3__final_candidate_review.csv,3691,826,sensory,excluded,repeated_judges_and_sittings,https://www.openml.org/d/826,"Rows cross repeated judges, sittings, positions, and experimental layouts, violating the independent-row gate.",Non-IID/grouped units
openml_active_classification_pool__remaining_domain_round3__final_candidate_review.csv,3786,923,visualizing_soil,excluded,spatially_dependent_soil_grid,https://www.openml.org/d/923,Spatially adjacent soil observations with explicit coordinates are not independent under random splitting.,Non-IID/grouped units
openml_active_classification_pool__remaining_domain_round2__final_candidate_review.csv,7295,1220,Click_prediction_small,excluded,crossed_user_ad_query_groups,https://www.openml.org/d/1220,"Rows share users, ads, advertisers, and queries without a valid independent-row split.",Non-IID/grouped units
openml_active_classification_pool__remaining_domain_round2__final_candidate_review.csv,9977,1486,nomao,excluded,repeated_entity_pairs_without_group_split,https://www.openml.org/d/1486,Entity-matching rows reuse underlying entities across candidate pairs.,Non-IID/grouped units
openml_active_classification_pool__source_review__source_license_independence_review.csv,14952,4534,PhishingWebsites,excluded,text_or_web_origin,,Features are extracted from webpage and URL content; previously reviewed.,Other unresolved
openml_active_classification_pool__remaining_domain_round2__final_candidate_review.csv,190409,41440,okcupid-stem,excluded,sensitive_profile_data_outside_scope,https://github.com/rudeboybert/JSE_OkCupid,Dating-profile attributes are outside the study scope and the transformation/reuse grant is not sufficiently clear for redistribution.,Other unresolved
openml_active_classification_pool__followup_source_review__followup_candidate_review.csv,362379,43607,WMO-Hurricane-Survival-Dataset,excluded,canonical_source_and_generation_unverifiable,https://www.openml.org/d/43607,No original WMO record or generator is cited; the lifestyle/survival construction cannot be audited.,Other unresolved
openml_active_classification_pool__remaining_domain_round2__final_candidate_review.csv,362084,46282,internet_usage,excluded,all_rights_reserved,https://www.openml.org/d/46282,The official OpenML metadata states copyright/all rights reserved.,Provenance/license
openml_active_classification_pool__remaining_domain_round4__final_candidate_review.csv,363446,46745,Advanced_IoT_Dataset,excluded,license_incompatible_and_group_identifiers,,CC BY-ND does not permit the transformed benchmark redistribution; device/session grouping is also unresolved.,Provenance/license
openml_active_classification_pool__deep_source_review__candidate_source_license_independence_review.csv,363403,46597,Estimation_of_Obesity_Levels,excluded,synthetic_oversampling_dependence,https://archive.ics.uci.edu/dataset/544/estimation+of+obesity+levels+based+on+eating+habits+and+physical+condition,The source documents that 77% of rows were synthetically generated with Weka/SMOTE.,Synthetic/dependence
openml_active_classification_pool__remaining_domain_round2__final_candidate_review.csv,146214,40687,solar-flare,excluded,alternate_outcome_target_leakage,https://www.openml.org/d/40687,Future flare-production outcomes remain active inputs to the selected target.,Target/identifier leakage
openml_active_classification_pool__remaining_domain_round4__final_candidate_review.csv,211719,42345,Traffic_violations,excluded,target_semantic_and_entity_leakage,,"Violation description/charge/arrest fields nearly disclose violation type; repeated drivers, vehicles, and events cannot be grouped.",Target/identifier leakage
openml_active_classification_pool__remaining_domain_round4__final_candidate_review.csv,361814,45449,timing-attack-dataset-1-micro-seconds-delay-2022-09-01,excluded,session_identifier_and_timing_leakage,,Packet/flow rows are dependent and timing/sequence fields encode the attack construction.,Target/identifier leakage
openml_active_classification_pool__remaining_domain_round4__final_candidate_review.csv,362061,45918,padding-attack-dataset-cisco-2023-12-04,excluded,session_identifier_and_timing_leakage,,Packet rows are grouped by flows and timing/sequence features encode the padding-attack construction; it cannot be a second independent source family.,Target/identifier leakage
openml_active_classification_pool__remaining_domain_round4__final_candidate_review.csv,362158,46358,Fraud-Detection-Updated),excluded,post_outcome_target_leakage,,Overdue-event fields and delinquency history leak the bad-account outcome; canonical provenance is also absent.,Target/identifier leakage
openml_active_classification_pool__remaining_domain_round4__final_candidate_review.csv,362162,46361,Risk_Level_Classification,excluded,direct_target_leakage,,The active risk score directly determines or proxies the anomaly target.,Target/identifier leakage
openml_active_classification_pool__remaining_domain_round4__final_candidate_review.csv,362178,46382,company_quality_and_valuation_finance,excluded,deterministic_score_target_leakage,,The target total score is constructed from active financial component variables; company is an entity identifier.,Target/identifier leakage
openml_active_classification_pool__followup_source_review__followup_candidate_review.csv,362297,42768,Midwest_survey,excluded,deterministic_geography_target_leakage,https://github.com/fivethirtyeight/data/tree/master/region-survey,Census_Region is deterministically recoverable from the retained home ZIP code.,Target/identifier leakage
openml_active_classification_pool__remaining_domain_round2__final_candidate_review.csv,362575,44257,anneal,excluded,target_leakage_original_class_active,https://archive.ics.uci.edu/dataset/3/annealing,The task predicts shape while the original class label remains an active predictor.,Target/identifier leakage
openml_active_classification_pool__remaining_domain_round4__final_candidate_review.csv,363131,45714,PriceRunner,excluded,direct_target_text_and_cluster_leakage,,category_id directly discloses category_label; products repeat clusters and include text-derived identity.,Target/identifier leakage
openml_active_classification_pool__remaining_domain_round2__final_candidate_review.csv,363147,45968,BraidFlowSessionLevel,excluded,overlapping_windows_group_leakage_and_target_derived_features,https://www.openml.org/d/45968,Repeated subjects and overlapping windows coexist with survey-derived scores among active features.,Target/identifier leakage
openml_active_classification_pool__remaining_domain_round4__final_candidate_review.csv,363450,46752,student_lifestyle_dataset,excluded,deterministic_target_and_identifier_leakage,,"The description says Stress_Level is derived from study and sleep hours, both retained as predictors; Student_ID is active.",Target/identifier leakage
openml_active_classification_pool__remaining_domain_round2__final_candidate_review.csv,363499,46792,LICD,excluded,grouped_inspections_and_alternate_target_leakage,https://dataverse.no/dataset.xhtml?persistentId=doi:10.18710/7U6TZP,"Inspection records repeat organizations, while checklist fields encode an alternate prediction target.",Target/identifier leakage
openml_active_classification_pool__followup_source_review__followup_candidate_review.csv,363571,46860,Support2,excluded,post_outcome_target_leakage,https://archive.ics.uci.edu/dataset/880/support2,"OpenML marks multiple death, survival, follow-up, and post-entry resource variables as ordinary model inputs for target death.",Target/identifier leakage
openml_active_classification_pool__remaining_domain_round4__final_candidate_review.csv,363590,46880,air-quality-and-pollution-assessment,excluded,deterministic_threshold_target_leakage,,"Air-quality class is derived from pollutant inputs, so the benchmark would reward reconstruction of the labeling rule.",Target/identifier leakage
openml_active_classification_pool__remaining_domain_round4__final_candidate_review.csv,363591,46881,melbourne_airbnb,excluded,direct_target_and_entity_leakage,,Raw price directly leaks price_label; listings repeat hosts and contain high-cardinality text/URLs.,Target/identifier leakage
openml_active_classification_pool__remaining_domain_round3__final_candidate_review.csv,3688,823,houses,excluded,derived_geographic_target_and_spatial_dependence,https://www.openml.org/d/823,The arbitrary binary target is derived from a housing geography variable and spatially adjacent census blocks are dependent.,Target/identifier leakage
openml_active_classification_pool__remaining_domain_round3__final_candidate_review.csv,3690,825,boston_corrected,excluded,derived_target_with_location_and_record_identifiers,https://www.openml.org/d/825,"A transformed binary target coexists with record/geographic identifiers and alternate housing outcomes, making the task leakage-prone.",Target/identifier leakage
openml_active_classification_pool__remaining_domain_round3__final_candidate_review.csv,3777,914,balloon,excluded,opaque_raw_predictor_and_target_derivation,https://www.openml.org/d/914,The task retains one opaque raw field and does not make the numeric-to-binary target derivation auditable.,Target/identifier leakage
openml_active_classification_pool__source_review__source_license_independence_review.csv,2079,188,eucalyptus,excluded,grouped_without_safe_iid_unit,,Eucalyptus trials contain site and replicate structure and changed protocols over time.,Temporal dependence
expanded_candidate_source_review__candidate_source_license_independence_review.csv,3510,375,JapaneseVowels,excluded,time_series,https://archive.ics.uci.edu/dataset/128/japanese+vowels,Nine speakers contribute repeated utterance time series; row independence is not valid.,Temporal dependence
expanded_candidate_source_review__candidate_source_license_independence_review.csv,3512,377,synthetic_control,excluded,time_series,https://archive.ics.uci.edu/dataset/139/synthetic+control+chart+time+series,Official source explicitly identifies control-chart time series.,Temporal dependence
openml_active_classification_pool__remaining_domain_round3__final_candidate_review.csv,3594,728,analcatdata_supreme,excluded,time_ordered_judicial_decisions,https://www.openml.org/d/728,Supreme Court decisions span 1953-1988; a random IID split leaks temporal regime and the old transformed release has no defensible time split.,Temporal dependence
openml_active_classification_pool__remaining_domain_round2__final_candidate_review.csv,361983,45711,doa_bwin,excluded,target_window_and_temporal_leakage_unresolved,https://www.thetransparencyproject.org/Availabledataset,One-month and 24-month gambling windows are mixed around the dependent variable; leakage-safe temporal ordering is not established.,Temporal dependence
openml_active_classification_pool__followup_source_review__followup_candidate_review.csv,362375,43551,Employee-Turnover-at-TECHCO,excluded,grouped_panel_without_retained_employee_id,https://www.openml.org/d/43551,"34,453 monthly observations come from only 1,191 employees; emp_id is ignored, preventing leakage-safe group splits.",Temporal dependence
openml_active_classification_pool__followup_source_review__followup_candidate_review.csv,363457,46760,Indicators_of_Anxiety_or_Depression,excluded,repeated_time_by_demographic_aggregate_rows,https://www.cdc.gov/nchs/covid19/pulse/mental-health.htm,"Rows are weekly estimates for repeated states/demographic subgroups, not independent individuals.",Temporal dependence
openml_active_classification_pool__deep_source_review__candidate_source_license_independence_review.csv,363564,46850,hepatitis_c_virus_hcv_for_egyptian_patients,excluded,post_baseline_temporal_leakage,https://archive.ics.uci.edu/dataset/503/hepatitis+c+virus+hcv+for+egyptian+patients,Predictors include measurements after baseline/treatment while the target is baseline staging.,Temporal dependence
openml_active_classification_pool__remaining_domain_round3__final_candidate_review.csv,3636,770,strikes,excluded,country_year_panel_dependence,https://www.openml.org/d/770,"Rows repeatedly observe countries across years, so ordinary row splits cross both country and time groups.",Temporal dependence
openml_active_classification_pool__followup_source_review__followup_candidate_review.csv,363643,46936,internet_firewall,excluded,dependent_firewall_log_events_without_group_ids,https://archive.ics.uci.edu/dataset/542/internet+firewall+data,Rows are university firewall traffic records; session/host/time grouping identifiers are unavailable.,Temporal dependence
openml_active_classification_pool__deep_source_review__candidate_source_license_independence_review.csv,363662,46956,seismic-bumps,excluded,time_ordered_monitoring_events,https://archive.ics.uci.edu/dataset/266/seismic+bumps,Sequential mine-monitoring observations violate the IID sample-unit gate.,Temporal dependence
openml_active_classification_pool__deep_source_review__candidate_source_license_independence_review.csv,3899,1046,mozilla4,excluded,grouped_longitudinal_observations,https://www.openml.org/d/1046,"Explicit CC BY-SA is sufficient, but rows are repeated modifications of the same C++ class over time.",Temporal dependence
expanded_candidate_source_review__candidate_source_license_independence_review.csv,9968,1505,tamilnadu-electricity,excluded,time_series,https://www.openml.org/d/1505,Description identifies real-time electricity readings; independent row sampling is not defensible.,Temporal dependence
expanded_candidate_source_review__candidate_source_license_independence_review.csv,9970,1479,hill-valley,excluded,time_series,https://archive.ics.uci.edu/dataset/166/hill+valley,Each record is 100 ordered points on a graph and is officially described as sequential.,Temporal dependence
expanded_candidate_source_review__candidate_source_license_independence_review.csv,9983,1471,eeg-eye-state,excluded,time_series,https://archive.ics.uci.edu/dataset/264/eeg+eye+state,Rows are sequential measurements from one continuous EEG recording.,Temporal dependence
expanded_candidate_source_review__candidate_source_license_independence_review.csv,9986,1476,gas-drift,excluded,time_series,https://archive.ics.uci.edu/dataset/224/gas+sensor+array+drift+dataset,Temporal drift batches violate the origin gate; source text also restricts use to research.,Temporal dependence
