dataset_id,dataset_name,model,defect_pair,process,severity,domain_interaction,candidate_key
1475,first-order-theorem-proving,extra_trees,missing+label_flip,independent,0.10+0.10,0.012279598330582639,extra_trees | missing+label_flip | independent | 0.10+0.10
29,credit-approval,extra_trees,categorical_inconsistency+missing,independent,0.10+0.10,0.008547008547008553,extra_trees | categorical_inconsistency+missing | independent | 0.10+0.10
29,credit-approval,extra_trees,categorical_inconsistency+missing,independent,0.30+0.30,-0.0012820512820512775,extra_trees | categorical_inconsistency+missing | independent | 0.30+0.30
29,credit-approval,extra_trees,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.005555555555555536,extra_trees | categorical_inconsistency+missing | shared_latent | 0.10+0.10
29,credit-approval,extra_trees,categorical_inconsistency+missing,shared_latent,0.30+0.30,0.009829059829059794,extra_trees | categorical_inconsistency+missing | shared_latent | 0.30+0.30
29,credit-approval,extra_trees,missing+label_flip,independent,0.10+0.10,0.005555555555555536,extra_trees | missing+label_flip | independent | 0.10+0.10
29,credit-approval,extra_trees,missing+label_flip,independent,0.30+0.30,0.026923076923076866,extra_trees | missing+label_flip | independent | 0.30+0.30
29,credit-approval,extra_trees,missing+label_flip,shared_latent,0.10+0.10,0.0012820512820512775,extra_trees | missing+label_flip | shared_latent | 0.10+0.10
29,credit-approval,extra_trees,missing+label_flip,shared_latent,0.30+0.30,-0.002564102564102592,extra_trees | missing+label_flip | shared_latent | 0.30+0.30
29,credit-approval,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,0.014102564102564052,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10
29,credit-approval,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,0.015384615384615441,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30
29,credit-approval,extra_trees,numeric_outlier+label_flip,shared_latent,0.10+0.10,-0.01239316239316235,extra_trees | numeric_outlier+label_flip | shared_latent | 0.10+0.10
29,credit-approval,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,-0.0029914529914529067,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30
29,credit-approval,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.10+0.10,-0.05299145299145299,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.10+0.10
29,credit-approval,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.30+0.30,-0.023931623931623885,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.30+0.30
29,credit-approval,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.10+0.10,0.009401709401709516,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.10+0.10
29,credit-approval,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.0196581196581197,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.30+0.30
29,credit-approval,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,-0.008547008547008517,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10
29,credit-approval,hist_gradient_boosting,missing+label_flip,independent,0.30+0.30,0.029914529914529992,hist_gradient_boosting | missing+label_flip | independent | 0.30+0.30
29,credit-approval,hist_gradient_boosting,missing+label_flip,shared_latent,0.10+0.10,-0.03076923076923066,hist_gradient_boosting | missing+label_flip | shared_latent | 0.10+0.10
29,credit-approval,hist_gradient_boosting,missing+label_flip,shared_latent,0.30+0.30,-0.022649572649572607,hist_gradient_boosting | missing+label_flip | shared_latent | 0.30+0.30
29,credit-approval,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.10+0.10,0.015384615384615405,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.10+0.10
29,credit-approval,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.30+0.30,-0.06623931623931618,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.30+0.30
29,credit-approval,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.10+0.10,-0.027777777777777752,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.10+0.10
29,credit-approval,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,-0.0004273504273503888,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30
29,credit-approval,regularized_logistic,categorical_inconsistency+missing,independent,0.10+0.10,0.0,regularized_logistic | categorical_inconsistency+missing | independent | 0.10+0.10
29,credit-approval,regularized_logistic,categorical_inconsistency+missing,independent,0.30+0.30,-0.005555555555555536,regularized_logistic | categorical_inconsistency+missing | independent | 0.30+0.30
29,credit-approval,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.009829059829059794,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.10+0.10
29,credit-approval,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.016666666666666646,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.30+0.30
29,credit-approval,regularized_logistic,missing+label_flip,independent,0.10+0.10,-0.014102564102564127,regularized_logistic | missing+label_flip | independent | 0.10+0.10
29,credit-approval,regularized_logistic,missing+label_flip,independent,0.30+0.30,0.002991452991452944,regularized_logistic | missing+label_flip | independent | 0.30+0.30
29,credit-approval,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,-0.018376068376068384,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10
29,credit-approval,regularized_logistic,missing+label_flip,shared_latent,0.30+0.30,0.021367521367521364,regularized_logistic | missing+label_flip | shared_latent | 0.30+0.30
29,credit-approval,regularized_logistic,numeric_outlier+label_flip,independent,0.10+0.10,-0.005555555555555536,regularized_logistic | numeric_outlier+label_flip | independent | 0.10+0.10
29,credit-approval,regularized_logistic,numeric_outlier+label_flip,independent,0.30+0.30,0.002564102564102629,regularized_logistic | numeric_outlier+label_flip | independent | 0.30+0.30
29,credit-approval,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.10+0.10,3.700743415417188e-17,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.10+0.10
29,credit-approval,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.30+0.30,-0.004273504273504221,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.30+0.30
333,monks-problems-1,extra_trees,categorical_inconsistency+missing,independent,0.10+0.10,-0.023809523809523798,extra_trees | categorical_inconsistency+missing | independent | 0.10+0.10
333,monks-problems-1,extra_trees,categorical_inconsistency+missing,independent,0.30+0.30,-0.023809523809523947,extra_trees | categorical_inconsistency+missing | independent | 0.30+0.30
333,monks-problems-1,extra_trees,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.011904761904761862,extra_trees | categorical_inconsistency+missing | shared_latent | 0.10+0.10
333,monks-problems-1,extra_trees,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.011904761904761862,extra_trees | categorical_inconsistency+missing | shared_latent | 0.30+0.30
333,monks-problems-1,extra_trees,missing+label_flip,independent,0.10+0.10,-0.029761904761904656,extra_trees | missing+label_flip | independent | 0.10+0.10
333,monks-problems-1,extra_trees,missing+label_flip,independent,0.30+0.30,-0.0059523809523809685,extra_trees | missing+label_flip | independent | 0.30+0.30
333,monks-problems-1,extra_trees,missing+label_flip,shared_latent,0.10+0.10,0.005952380952380931,extra_trees | missing+label_flip | shared_latent | 0.10+0.10
333,monks-problems-1,extra_trees,missing+label_flip,shared_latent,0.30+0.30,0.011904761904761937,extra_trees | missing+label_flip | shared_latent | 0.30+0.30
333,monks-problems-1,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.10+0.10,0.005952380952380931,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.10+0.10
333,monks-problems-1,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.30+0.30,0.005952380952380931,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.30+0.30
333,monks-problems-1,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.10+0.10,0.0,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.10+0.10
333,monks-problems-1,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.30+0.30,0.011904761904761862,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.30+0.30
333,monks-problems-1,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,0.017857142857142867,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10
333,monks-problems-1,hist_gradient_boosting,missing+label_flip,independent,0.30+0.30,-0.01190476190476201,hist_gradient_boosting | missing+label_flip | independent | 0.30+0.30
333,monks-problems-1,hist_gradient_boosting,missing+label_flip,shared_latent,0.10+0.10,0.023809523809523798,hist_gradient_boosting | missing+label_flip | shared_latent | 0.10+0.10
333,monks-problems-1,hist_gradient_boosting,missing+label_flip,shared_latent,0.30+0.30,0.011904761904761788,hist_gradient_boosting | missing+label_flip | shared_latent | 0.30+0.30
333,monks-problems-1,regularized_logistic,categorical_inconsistency+missing,independent,0.10+0.10,0.0,regularized_logistic | categorical_inconsistency+missing | independent | 0.10+0.10
333,monks-problems-1,regularized_logistic,categorical_inconsistency+missing,independent,0.30+0.30,-0.005952380952380931,regularized_logistic | categorical_inconsistency+missing | independent | 0.30+0.30
333,monks-problems-1,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.10+0.10,0.0,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.10+0.10
333,monks-problems-1,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.011904761904761862,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.30+0.30
333,monks-problems-1,regularized_logistic,missing+label_flip,independent,0.10+0.10,-0.041666666666666664,regularized_logistic | missing+label_flip | independent | 0.10+0.10
333,monks-problems-1,regularized_logistic,missing+label_flip,independent,0.30+0.30,0.017857142857142832,regularized_logistic | missing+label_flip | independent | 0.30+0.30
333,monks-problems-1,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,-0.011904761904761862,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10
333,monks-problems-1,regularized_logistic,missing+label_flip,shared_latent,0.30+0.30,0.03571428571428559,regularized_logistic | missing+label_flip | shared_latent | 0.30+0.30
37,diabetes,extra_trees,missing+label_flip,independent,0.10+0.10,-0.0033333333333332624,extra_trees | missing+label_flip | independent | 0.10+0.10
37,diabetes,extra_trees,missing+label_flip,independent,0.30+0.30,0.004691358024691265,extra_trees | missing+label_flip | independent | 0.30+0.30
37,diabetes,extra_trees,missing+label_flip,shared_latent,0.10+0.10,0.015679012345679033,extra_trees | missing+label_flip | shared_latent | 0.10+0.10
37,diabetes,extra_trees,missing+label_flip,shared_latent,0.30+0.30,-0.003827160493827142,extra_trees | missing+label_flip | shared_latent | 0.30+0.30
37,diabetes,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,0.028024691358024694,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10
37,diabetes,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,0.07222222222222219,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30
37,diabetes,extra_trees,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.012839506172839502,extra_trees | numeric_outlier+label_flip | shared_latent | 0.10+0.10
37,diabetes,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.020000000000000056,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30
37,diabetes,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,0.016172839506172876,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10
37,diabetes,hist_gradient_boosting,missing+label_flip,independent,0.30+0.30,0.028888888888888964,hist_gradient_boosting | missing+label_flip | independent | 0.30+0.30
37,diabetes,hist_gradient_boosting,missing+label_flip,shared_latent,0.10+0.10,0.04185185185185184,hist_gradient_boosting | missing+label_flip | shared_latent | 0.10+0.10
37,diabetes,hist_gradient_boosting,missing+label_flip,shared_latent,0.30+0.30,-0.029876543209876465,hist_gradient_boosting | missing+label_flip | shared_latent | 0.30+0.30
37,diabetes,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.10+0.10,0.006666666666666747,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.10+0.10
37,diabetes,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.30+0.30,0.0009876543209877224,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.30+0.30
37,diabetes,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.07469135802469144,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.10+0.10
37,diabetes,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.07938271604938281,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30
37,diabetes,regularized_logistic,missing+label_flip,independent,0.10+0.10,0.01234567901234566,regularized_logistic | missing+label_flip | independent | 0.10+0.10
37,diabetes,regularized_logistic,missing+label_flip,independent,0.30+0.30,0.024197530864197514,regularized_logistic | missing+label_flip | independent | 0.30+0.30
37,diabetes,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,-0.00617283950617283,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10
37,diabetes,regularized_logistic,missing+label_flip,shared_latent,0.30+0.30,-0.015185185185185116,regularized_logistic | missing+label_flip | shared_latent | 0.30+0.30
37,diabetes,regularized_logistic,numeric_outlier+label_flip,independent,0.10+0.10,-0.005679012345678987,regularized_logistic | numeric_outlier+label_flip | independent | 0.10+0.10
37,diabetes,regularized_logistic,numeric_outlier+label_flip,independent,0.30+0.30,0.019012345679012332,regularized_logistic | numeric_outlier+label_flip | independent | 0.30+0.30
37,diabetes,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.01518518518518519,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.10+0.10
37,diabetes,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.30+0.30,-0.02271604938271606,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.30+0.30
40975,car,extra_trees,categorical_inconsistency+missing,independent,0.10+0.10,-0.0014518309972855192,extra_trees | categorical_inconsistency+missing | independent | 0.10+0.10
40975,car,extra_trees,categorical_inconsistency+missing,independent,0.30+0.30,0.004347924802470297,extra_trees | categorical_inconsistency+missing | independent | 0.30+0.30
40975,car,extra_trees,categorical_inconsistency+missing,shared_latent,0.10+0.10,0.005420084965539547,extra_trees | categorical_inconsistency+missing | shared_latent | 0.10+0.10
40975,car,extra_trees,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.01899993945448497,extra_trees | categorical_inconsistency+missing | shared_latent | 0.30+0.30
40975,car,extra_trees,missing+label_flip,independent,0.10+0.10,0.011752136752136747,extra_trees | missing+label_flip | independent | 0.10+0.10
40975,car,extra_trees,missing+label_flip,independent,0.30+0.30,0.021795124067851408,extra_trees | missing+label_flip | independent | 0.30+0.30
40975,car,extra_trees,missing+label_flip,shared_latent,0.10+0.10,-0.015418924509833657,extra_trees | missing+label_flip | shared_latent | 0.10+0.10
40975,car,extra_trees,missing+label_flip,shared_latent,0.30+0.30,-0.039775880684971655,extra_trees | missing+label_flip | shared_latent | 0.30+0.30
40975,car,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.10+0.10,-0.013051342596797114,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.10+0.10
40975,car,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.30+0.30,-0.026634981180435835,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.30+0.30
40975,car,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.011063431517976952,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.10+0.10
40975,car,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.03609774064319512,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.30+0.30
40975,car,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,-0.04166288257197356,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10
40975,car,hist_gradient_boosting,missing+label_flip,independent,0.30+0.30,0.0007744780472053551,hist_gradient_boosting | missing+label_flip | independent | 0.30+0.30
40975,car,hist_gradient_boosting,missing+label_flip,shared_latent,0.10+0.10,0.017548108457199414,hist_gradient_boosting | missing+label_flip | shared_latent | 0.10+0.10
40975,car,hist_gradient_boosting,missing+label_flip,shared_latent,0.30+0.30,0.0949479813116176,hist_gradient_boosting | missing+label_flip | shared_latent | 0.30+0.30
40975,car,regularized_logistic,categorical_inconsistency+missing,independent,0.10+0.10,-0.0035847990393444626,regularized_logistic | categorical_inconsistency+missing | independent | 0.10+0.10
40975,car,regularized_logistic,categorical_inconsistency+missing,independent,0.30+0.30,-0.026780038143674505,regularized_logistic | categorical_inconsistency+missing | independent | 0.30+0.30
40975,car,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.10+0.10,0.002825457370911851,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.10+0.10
40975,car,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.0035847990393445364,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.30+0.30
40975,car,regularized_logistic,missing+label_flip,independent,0.10+0.10,-0.019610440064985506,regularized_logistic | missing+label_flip | independent | 0.10+0.10
40975,car,regularized_logistic,missing+label_flip,independent,0.30+0.30,-0.013579854488945423,regularized_logistic | missing+label_flip | independent | 0.30+0.30
40975,car,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,0.010992795083704135,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10
40975,car,regularized_logistic,missing+label_flip,shared_latent,0.30+0.30,-0.0183150183150184,regularized_logistic | missing+label_flip | shared_latent | 0.30+0.30
40994,climate-model-simulation-crashes,extra_trees,missing+label_flip,independent,0.10+0.10,0.0,extra_trees | missing+label_flip | independent | 0.10+0.10
40994,climate-model-simulation-crashes,extra_trees,missing+label_flip,independent,0.30+0.30,0.013333333333333345,extra_trees | missing+label_flip | independent | 0.30+0.30
40994,climate-model-simulation-crashes,extra_trees,missing+label_flip,shared_latent,0.10+0.10,0.0,extra_trees | missing+label_flip | shared_latent | 0.10+0.10
40994,climate-model-simulation-crashes,extra_trees,missing+label_flip,shared_latent,0.30+0.30,0.006666666666666672,extra_trees | missing+label_flip | shared_latent | 0.30+0.30
40994,climate-model-simulation-crashes,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,0.0,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10
40994,climate-model-simulation-crashes,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,0.03833333333333333,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30
40994,climate-model-simulation-crashes,extra_trees,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.0,extra_trees | numeric_outlier+label_flip | shared_latent | 0.10+0.10
40994,climate-model-simulation-crashes,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,-0.07666666666666666,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30
40994,climate-model-simulation-crashes,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,0.006666666666666672,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10
40994,climate-model-simulation-crashes,hist_gradient_boosting,missing+label_flip,independent,0.30+0.30,0.06666666666666672,hist_gradient_boosting | missing+label_flip | independent | 0.30+0.30
40994,climate-model-simulation-crashes,hist_gradient_boosting,missing+label_flip,shared_latent,0.10+0.10,0.11833333333333333,hist_gradient_boosting | missing+label_flip | shared_latent | 0.10+0.10
40994,climate-model-simulation-crashes,hist_gradient_boosting,missing+label_flip,shared_latent,0.30+0.30,-0.006666666666666636,hist_gradient_boosting | missing+label_flip | shared_latent | 0.30+0.30
40994,climate-model-simulation-crashes,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.10+0.10,0.09000000000000001,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.10+0.10
40994,climate-model-simulation-crashes,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.30+0.30,-0.045000000000000005,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.30+0.30
40994,climate-model-simulation-crashes,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.16333333333333333,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.10+0.10
40994,climate-model-simulation-crashes,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.09333333333333331,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30
40994,climate-model-simulation-crashes,regularized_logistic,missing+label_flip,independent,0.10+0.10,0.0,regularized_logistic | missing+label_flip | independent | 0.10+0.10
40994,climate-model-simulation-crashes,regularized_logistic,missing+label_flip,independent,0.30+0.30,-0.02833333333333332,regularized_logistic | missing+label_flip | independent | 0.30+0.30
40994,climate-model-simulation-crashes,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,-0.003333333333333336,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10
40994,climate-model-simulation-crashes,regularized_logistic,missing+label_flip,shared_latent,0.30+0.30,0.0,regularized_logistic | missing+label_flip | shared_latent | 0.30+0.30
40994,climate-model-simulation-crashes,regularized_logistic,numeric_outlier+label_flip,independent,0.10+0.10,0.045000000000000005,regularized_logistic | numeric_outlier+label_flip | independent | 0.10+0.10
40994,climate-model-simulation-crashes,regularized_logistic,numeric_outlier+label_flip,independent,0.30+0.30,0.25333333333333335,regularized_logistic | numeric_outlier+label_flip | independent | 0.30+0.30
40994,climate-model-simulation-crashes,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.10+0.10,-0.11499999999999999,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.10+0.10
40994,climate-model-simulation-crashes,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.0,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.30+0.30
42178,telco-customer-churn,extra_trees,categorical_inconsistency+missing,independent,0.10+0.10,-0.0007423904974016571,extra_trees | categorical_inconsistency+missing | independent | 0.10+0.10
42178,telco-customer-churn,extra_trees,categorical_inconsistency+missing,independent,0.30+0.30,-0.0012604228909772381,extra_trees | categorical_inconsistency+missing | independent | 0.30+0.30
42178,telco-customer-churn,extra_trees,categorical_inconsistency+missing,shared_latent,0.10+0.10,0.000742390497401694,extra_trees | categorical_inconsistency+missing | shared_latent | 0.10+0.10
42178,telco-customer-churn,extra_trees,categorical_inconsistency+missing,shared_latent,0.30+0.30,0.015383949426910756,extra_trees | categorical_inconsistency+missing | shared_latent | 0.30+0.30
42178,telco-customer-churn,extra_trees,missing+label_flip,independent,0.10+0.10,0.0,extra_trees | missing+label_flip | independent | 0.10+0.10
42178,telco-customer-churn,extra_trees,missing+label_flip,independent,0.30+0.30,0.0002441627283756113,extra_trees | missing+label_flip | independent | 0.30+0.30
42178,telco-customer-churn,extra_trees,missing+label_flip,shared_latent,0.10+0.10,0.0,extra_trees | missing+label_flip | shared_latent | 0.10+0.10
42178,telco-customer-churn,extra_trees,missing+label_flip,shared_latent,0.30+0.30,-0.00012703252032519874,extra_trees | missing+label_flip | shared_latent | 0.30+0.30
42178,telco-customer-churn,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,0.0,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10
42178,telco-customer-churn,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,0.00037119524870081005,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30
42178,telco-customer-churn,extra_trees,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.0,extra_trees | numeric_outlier+label_flip | shared_latent | 0.10+0.10
42178,telco-customer-churn,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.00012703252032519874,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30
42178,telco-customer-churn,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.10+0.10,-0.0013099344523510952,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.10+0.10
42178,telco-customer-churn,hist_gradient_boosting,categorical_inconsistency+missing,independent,0.30+0.30,-0.007404100349466702,hist_gradient_boosting | categorical_inconsistency+missing | independent | 0.30+0.30
42178,telco-customer-churn,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.0005757487279771656,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.10+0.10
42178,telco-customer-churn,hist_gradient_boosting,categorical_inconsistency+missing,shared_latent,0.30+0.30,0.0031939200934326673,hist_gradient_boosting | categorical_inconsistency+missing | shared_latent | 0.30+0.30
42178,telco-customer-churn,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,0.005704863563112321,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10
42178,telco-customer-churn,hist_gradient_boosting,missing+label_flip,independent,0.30+0.30,-0.003555213029858506,hist_gradient_boosting | missing+label_flip | independent | 0.30+0.30
42178,telco-customer-churn,hist_gradient_boosting,missing+label_flip,shared_latent,0.10+0.10,0.0017190414109042502,hist_gradient_boosting | missing+label_flip | shared_latent | 0.10+0.10
42178,telco-customer-churn,hist_gradient_boosting,missing+label_flip,shared_latent,0.30+0.30,0.000725980951346313,hist_gradient_boosting | missing+label_flip | shared_latent | 0.30+0.30
42178,telco-customer-churn,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.10+0.10,0.0004685208322016872,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.10+0.10
42178,telco-customer-churn,hist_gradient_boosting,numeric_outlier+label_flip,independent,0.30+0.30,0.005785779600557779,hist_gradient_boosting | numeric_outlier+label_flip | independent | 0.30+0.30
42178,telco-customer-churn,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.10+0.10,0.011381717728647342,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.10+0.10
42178,telco-customer-churn,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,0.017375445886975593,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30
42178,telco-customer-churn,regularized_logistic,categorical_inconsistency+missing,independent,0.10+0.10,0.00012703252032523574,regularized_logistic | categorical_inconsistency+missing | independent | 0.10+0.10
42178,telco-customer-churn,regularized_logistic,categorical_inconsistency+missing,independent,0.30+0.30,-0.0016316181396781222,regularized_logistic | categorical_inconsistency+missing | independent | 0.30+0.30
42178,telco-customer-churn,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.10+0.10,-0.0007522928096764433,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.10+0.10
42178,telco-customer-churn,regularized_logistic,categorical_inconsistency+missing,shared_latent,0.30+0.30,-0.0022370738044797203,regularized_logistic | categorical_inconsistency+missing | shared_latent | 0.30+0.30
42178,telco-customer-churn,regularized_logistic,missing+label_flip,independent,0.10+0.10,-0.0021100412841544847,regularized_logistic | missing+label_flip | independent | 0.10+0.10
42178,telco-customer-churn,regularized_logistic,missing+label_flip,independent,0.30+0.30,-8.742327122601701e-05,regularized_logistic | missing+label_flip | independent | 0.30+0.30
42178,telco-customer-churn,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,-0.0013577484744780044,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10
42178,telco-customer-churn,regularized_logistic,missing+label_flip,shared_latent,0.30+0.30,-0.003408375884983809,regularized_logistic | missing+label_flip | shared_latent | 0.30+0.30
42178,telco-customer-churn,regularized_logistic,numeric_outlier+label_flip,independent,0.10+0.10,0.0003035766020244024,regularized_logistic | numeric_outlier+label_flip | independent | 0.10+0.10
42178,telco-customer-churn,regularized_logistic,numeric_outlier+label_flip,independent,0.30+0.30,0.0018279668459269354,regularized_logistic | numeric_outlier+label_flip | independent | 0.30+0.30
