repetition,model,defect_pair,process,severity,candidate_key,training_n,training_mean,training_sd,training_se,selection_score,direction,holdout_n,holdout_mean,holdout_positive_proportion,selection_optimism
1,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.015235701259203581,0.0211562229327885,0.005289055733197125,2.8806089456716526,1,4,0.019053778545758467,1.0,-0.0038180772865548853
105,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017551356968257884,0.022516887591294634,0.005813835376633904,3.0188947280477993,1,5,0.011343195961284589,1.0,0.0062081610069732954
106,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01948880686803342,0.022487640711178383,0.006010074784149929,3.242689578410951,1,6,0.007857173029637217,1.0,0.011631633838396204
107,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.021606715243092905,0.02356478032783486,0.006802566132834927,3.1762594910765594,1,8,0.007588218926647038,0.75,0.014018496316445868
108,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.10+0.10,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.10+0.10,12,-0.00992621241137908,0.010472492651586018,0.0030231482257397826,3.283402489783668,-1,8,-0.03486630491866353,0.5,0.04479251733004261
109,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.007714333353478812,0.010374054774797645,0.0024451881598866994,3.1549037738822783,1,8,0.004884808466850512,0.5,0.0028295248866282994
110,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017265661112343504,0.02203013252743563,0.005887800578777743,2.932446654965972,1,6,0.013044513126247022,0.6666666666666666,0.004221147986096482
111,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013723885524440729,0.017338945047438138,0.004634027986829597,2.961545671162427,1,6,0.02130865616468683,1.0,-0.0075847706402461
112,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.013892829970827676,0.016414884226957,0.00410372105673925,3.3854225905565554,1,4,0.024425263699262085,0.75,-0.010532433728434409
113,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.020852440062644268,0.02278425392964788,0.006319215062810564,3.299846556159119,1,7,0.006986373359416521,0.8571428571428571,0.013866066703227747
114,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.018735151668039907,0.022414167400001673,0.005787313137287445,3.237279757221018,1,5,0.007791811861938507,1.0,0.0109433398061014
115,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.009592632617744047,0.012341307981962058,0.00342286297963517,2.80251727130675,1,7,-0.0007466667090888451,0.5714285714285714,0.010339299326832892
116,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015378292858442407,0.022414492089184068,0.005990524992591546,2.5671026959174146,1,6,0.017448372385349582,1.0,-0.002070079526907175
118,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.007392579566260595,0.009788437652773426,0.002307156880499274,3.2041945776400014,1,8,-0.00684556879451413,0.5,0.014238148360774725
119,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.011615681388937022,0.014078558087926558,0.0039046894669705744,2.974802858765864,1,7,-0.004503757284161511,0.5714285714285714,0.016119438673098535
120,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.02464414212898604,0.02992998232919951,0.007727888207551464,3.188987918446402,1,5,-0.0012048236895101593,0.4,0.0258489658184962
121,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017838993614905076,0.022578197431207526,0.005829665509229988,3.0600372502780764,1,5,0.01048028602134301,1.0,0.007358707593562065
122,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.012785773155222264,0.01469371974938614,0.003927061788534057,3.2558115567606327,1,6,-0.009920544517676828,0.5,0.022706317672899094
123,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.015532640617991198,0.0172122162791752,0.004773809873764783,3.2537199906835936,1,7,0.01686600089948651,0.7142857142857143,-0.0013333602814953101
124,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017668111006828472,0.02185267783757594,0.0058403738179826584,3.0251678329951948,1,6,0.012105463372448768,0.8333333333333334,0.005562647634379704
125,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01772824601993186,0.02280674657048725,0.006095359412410348,2.908482473377465,1,6,0.01196514834187419,1.0,0.005763097678057671
126,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.015046827970225975,0.017605019768274954,0.004882753960005578,3.0816273139039727,1,7,0.017768224388193362,1.0,-0.0027213964179673873
127,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018119318172090716,0.022048874479925304,0.005892809576275997,3.074818206418499,1,6,0.011052646653503528,0.8333333333333334,0.007066671518587187
128,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.019277227257584958,0.024558067235872585,0.007089303364703983,2.7191990899362346,1,8,0.011082450904908963,0.875,0.008194776352675995
129,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018406817963821737,0.022812457407110256,0.0060968856976985715,3.019052492778382,1,6,0.010381813806131141,1.0,0.008025004157690595
130,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017964250464398156,0.02247880231835479,0.005804001801445118,3.0951490159643473,1,5,0.010104515472863746,1.0,0.00785973499153441
131,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.012123646402816905,0.014557969769491167,0.0037588516314553543,3.2253591233455694,1,5,-0.012475427795040569,0.6,0.024599074197857472
132,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01917003936872785,0.022037674987346205,0.005690103214341573,3.3690143476503,1,5,0.006487148759874687,0.8,0.012682890608853163
133,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.012793221119953206,0.015557173923466134,0.0036668610591271437,3.488875338788673,1,8,-0.0065426890077168775,0.375,0.019335910127670084
134,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017008909224529398,0.022446047091125864,0.005795544438141193,2.934825089527684,1,5,0.012970539192470038,0.8,0.00403837003205936
135,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.02048647664693388,0.022285107969021386,0.005955945631953122,3.43966817578484,1,6,0.005529276878869467,0.6666666666666666,0.014957199768064415
136,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.00689966051848514,0.009201329451371337,0.002168774150332056,3.1813642363031436,1,8,-0.005736500937019355,0.375,0.012636161455504495
137,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.019560430479811007,0.022687999205239676,0.006063622844100453,3.225865292535823,1,6,0.007690051268822841,1.0,0.011870379210988165
138,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016799523234095105,0.023311000545703772,0.006230126956065993,2.69649773633235,1,6,0.014132168175493282,1.0,0.0026673550586018228
139,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.011570355537183786,0.015413750981933339,0.00363305594761529,3.1847446623491935,1,8,-0.0037912414464856842,0.375,0.01536159698366947
140,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01627062489584531,0.018896176077342723,0.004878971683636758,3.3348471667532364,1,5,0.015185392178522309,0.8,0.0010852327173229998
141,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.019771174698288853,0.023390991062847106,0.0064874936662319355,3.047582890323243,1,7,0.008994437607505155,1.0,0.010776737090783698
142,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013648175172108677,0.015568334192623276,0.004160812330828158,3.280170814479435,1,6,0.02148531365346161,0.6666666666666666,-0.007837138481352934
143,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017513829000771138,0.021824498497422372,0.005832842572536943,3.002623297812349,1,6,0.012465454719915878,0.8333333333333334,0.0050483742808552605
144,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.016699340370066006,0.022487887071194645,0.005806347474541996,2.8760490899458695,1,5,0.013899245755860212,1.0,0.0028000946142057934
145,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01963794424625305,0.021752439554393207,0.005616455742236558,3.4965012006723164,1,5,0.005083434127299062,0.8,0.014554510118953989
146,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.011876257356126184,0.013484981619500475,0.003604012934793913,3.295287106622246,1,6,-0.007798340986452638,0.5,0.01967459834257882
147,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.010940292705331584,0.014112438649322701,0.0036438159908800476,3.002427326932419,1,5,-0.008925366702584606,0.6,0.019865659407916188
148,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.007570233174592249,0.00994696595652096,0.0023445223600292346,3.2289021011929497,1,8,-0.007245289413260345,0.375,0.014815522587852594
149,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.021428261942085466,0.022990134855695933,0.006376316157849507,3.3606021739851144,1,7,0.00591698986902573,1.0,0.015511272073059735
150,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.008690942779157898,0.008681879162140752,0.002320329807007336,3.745563562951903,1,6,0.03305218923701343,1.0,-0.024361246457855534
151,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.017093632915216803,0.020844347770537806,0.005211086942634452,3.280243278108724,1,4,0.011622051921705581,1.0,0.005471580993511221
152,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01796499398558941,0.023084657687801206,0.006169634282764945,2.911840988010448,1,6,0.011412736422006561,0.8333333333333334,0.006552257563582849
153,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.014773519186440775,0.017836512564309348,0.00494695850969808,2.986384291980331,1,7,0.01827579784379444,0.8571428571428571,-0.0035022786573536656
154,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.017833562110069402,0.023726608664450803,0.006580577240965041,2.710030056186091,1,7,0.012592860985626994,0.7142857142857143,0.005240701124442408
155,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016712480653102515,0.01951415693916549,0.005215377818435323,3.2044621185501114,1,6,0.014335267531142665,0.6666666666666666,0.0023772131219598498
156,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.009807634825814157,0.009529745137347499,0.0026430757488315406,3.7106900285207294,1,7,0.027498154513529587,1.0,-0.017690519687715428
157,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.02060114474531519,0.022369987023431306,0.005978630513447069,3.445796608266613,1,6,0.005261717982646414,1.0,0.015339426762668775
158,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.006958343732043239,0.008436958873483516,0.00198861027734407,3.4990987481652764,1,8,-0.005868538167525075,0.5,0.012826881899568314
159,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.016194773553864904,0.017453881549267556,0.00484083576013531,3.3454499091314416,1,7,0.015636325447149626,0.8571428571428571,0.0005584481067152786
160,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.027118226103592998,0.03129188355337108,0.00867880697365598,3.124649065926782,1,7,0.0015858677343615554,0.5714285714285714,0.025532358369231442
161,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.014236624086836494,0.01645336542504035,0.004113341356260088,3.461085004571721,1,4,0.023050087235226818,1.0,-0.008813463148390323
162,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.011462987897951724,0.01347309438842025,0.003600835938652512,3.183424097417043,1,6,-0.006834045584045575,0.3333333333333333,0.0182970334819973
163,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.014471994645752996,0.015890192759052506,0.00440714652075157,3.2837561850076686,1,7,0.018835771990786038,0.8571428571428571,-0.004363777345033041
164,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01549188148777218,0.01707176760786285,0.004734856420996516,3.271879886172282,1,7,0.016941696427036117,0.7142857142857143,-0.0014498149392639381
165,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015831590532599683,0.01977612477150006,0.005285391666646167,2.995348600654525,1,6,0.016390677812315946,0.8333333333333334,-0.0005590872797162638
166,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.009798630822092315,0.01315048393016315,0.0035146146669247833,2.7879673166748375,1,6,-0.002950545740373616,0.5,0.01274917656246593
167,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.009467475434697325,0.01345164217583766,0.0037308142772443592,2.537643187559086,1,7,-0.0005142319405734998,0.5714285714285714,0.009981707375270824
168,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.017386268709242248,0.02061322010868227,0.005153305027170567,3.373809354884668,1,4,0.010451508745603794,0.75,0.006934759963638454
169,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.011854407477598696,0.011573368749057029,0.003093112904983423,3.8325168985909444,1,6,0.025670771607318243,0.8333333333333334,-0.013816364129719547
170,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.020834575347877735,0.023235730011039832,0.0064444319982801205,3.2329575908998702,1,7,0.007019550686840078,1.0,0.013815024661037657
171,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019609538891280486,0.021784358966688417,0.005624697299052564,3.4863278588491435,1,5,0.005168650192216772,0.8,0.014440888699063714
172,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.021640504918433893,0.023416599092474663,0.006759789894772897,3.2013576243202055,1,8,0.007537534413635557,0.875,0.014102970504798336
173,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016183394705388734,0.022259511244073566,0.005949104619454676,2.720307632927824,1,6,0.015569801409141479,0.8333333333333334,0.000613593296247255
174,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.029291123002534027,0.02951803861092223,0.008186830904831225,3.577834126908461,1,7,-0.002449512220814639,0.2857142857142857,0.03174063522334867
175,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013956779726615026,0.017012004988054275,0.004546649580527744,3.0696844961152734,1,6,0.020765236359613463,0.8333333333333334,-0.006808456632998438
176,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016375808149926247,0.01663187297319388,0.004445055026145482,3.6840507155940623,1,6,0.015120836705220622,0.8333333333333334,0.0012549714447056253
177,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019597929624775003,0.021786817588537025,0.005625332112484182,3.4838706822805587,1,5,0.005203477991733219,0.8,0.014394451633041785
178,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01995500283573621,0.022227678045769445,0.005940596839341872,3.3590905721094044,1,6,0.0067693824383306955,0.8333333333333334,0.013185620397405513
179,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.020438290940929065,0.023004824622140856,0.006380390366014258,3.2032978812386657,1,7,0.007755507442601901,0.7142857142857143,0.012682783498327164
180,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019113331121354642,0.021662534149564837,0.005593242266527604,3.4172185309649707,1,5,0.006657273501994299,0.8,0.012456057619360344
181,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01564690995917126,0.01694814659925536,0.00452958270823082,3.4543822173152643,1,6,0.016821599150315596,0.8333333333333334,-0.001174689191144336
182,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.014398047066440368,0.015358402813008192,0.004104705809595842,3.507692812669084,1,6,0.019735612566687676,0.8333333333333334,-0.005337565500247308
183,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.014499312085807698,0.01974733578106534,0.005277697485309178,2.7472798746361455,1,6,0.019499327521497235,0.8333333333333334,-0.0050000154356895365
184,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01933533567852168,0.022421695357448663,0.006218659407239541,3.1092450015854176,1,7,0.009803852929929913,0.7142857142857143,0.009531482748591766
185,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013727090515331995,0.016509214465873057,0.004412273161147795,3.11111529453926,1,6,0.02130117785260721,1.0,-0.007574087337275217
186,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.019006637837971664,0.02214078093104107,0.006140747763514146,3.0951666751240725,1,7,0.01041429177666565,0.8571428571428571,0.008592346061306015
187,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.012421738313150958,0.014427039411867104,0.0037250455584826223,3.3346540647977707,1,5,-0.013369703526042725,0.4,0.025791441839193685
188,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.30+0.30,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.014209481392721138,0.01226661585352453,0.0035410669825390595,4.012768316100161,1,8,-0.010418122484023427,0.125,0.024627603876744564
189,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.011725119016823554,0.010632873720284524,0.002841755035581222,4.126013280530855,1,6,0.02597244468246024,0.6666666666666666,-0.014247325665636685
190,extra_trees,missing+label_flip,shared_latent,0.30+0.30,extra_trees | missing+label_flip | shared_latent | 0.30+0.30,18,0.015022285669957034,0.02099816692562721,0.004949315408532693,3.035224961427674,1,8,-0.008560550880935927,0.375,0.02358283655089296
191,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,16,0.011951265911965265,0.014064316914206482,0.0035160792285516204,3.39903202832217,1,4,-0.017935674381098374,0.25,0.029886940293063637
192,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019910875980142403,0.021656735398272134,0.005591745035381908,3.560762490806686,1,5,0.004264638925631026,0.8,0.015646237054511375
193,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01747835490886337,0.022656822273732263,0.006283871880539714,2.7814626461420118,1,7,0.013252531502152482,0.8571428571428571,0.004225823406710889
194,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.012135053249588159,0.011659337939587767,0.003116089137610874,3.8943216043210445,1,6,0.025015931472676164,0.8333333333333334,-0.012880878223088005
195,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.01203484520572507,0.018190516146629733,0.005251149696977456,2.2918495758466544,1,8,0.021946023982698792,1.0,-0.009911178776973723
196,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.01111938774083608,0.012760916586794634,0.0036837593132461213,3.018489210425015,1,8,-0.001744386977872779,0.5,0.012863774718708858
197,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.011268951297783533,0.010993269188710231,0.0029380747760522864,3.8354882556545897,1,6,0.027036836026886956,0.6666666666666666,-0.015767884729103423
198,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.011190141820071657,0.016509981622600627,0.0038914399875353946,2.8755786690568557,1,8,-0.002935760582983389,0.5,0.014125902403055047
199,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.014499153665227395,0.016477613669681944,0.004254501555194523,3.4079558973306026,1,5,0.02049980587037605,0.8,-0.006000652205148654
200,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.010928359811311907,0.01583857876407439,0.004233038230614273,2.5816822849072283,1,6,0.027831549495320743,1.0,-0.016903189684008835
201,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.009201141156573047,0.01266912990730211,0.0033859673929753998,2.717433480210687,1,6,-0.0015564031874953253,0.5,0.010757544344068372
202,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.010209118635971008,0.013754238275020725,0.003970506585290735,2.571238308429467,1,8,0.03014107373194847,0.75,-0.019931955095977463
203,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.018406927643567585,0.021559474334689886,0.005389868583672471,3.4150976703453755,1,4,0.006368873008302448,0.75,0.012038054635265137
204,regularized_logistic,missing+label_flip,shared_latent,0.10+0.10,regularized_logistic | missing+label_flip | shared_latent | 0.10+0.10,18,-0.004806099562552143,0.00588252500842012,0.0013865244413177732,3.46629270954961,-1,8,-0.0016908953126890602,0.5,0.006496994875241203
205,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01459306393167492,0.01948102779341513,0.005029979747393375,2.901217234371034,1,5,0.02021807507103348,1.0,-0.00562501113935856
206,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013002214438580517,0.01748279140301432,0.004672472542465464,2.782726772690633,1,6,0.022992555365027322,1.0,-0.009990340926446805
207,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01585100602032443,0.01666917626232404,0.004455024749525827,3.558006276398698,1,6,0.016345375007624858,0.6666666666666666,-0.0004943689873004274
208,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.014698846538534847,0.016829996582531554,0.004498005788029241,3.267858520247705,1,6,0.01903374713180055,1.0,-0.004334900593265703
209,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01661569826173789,0.018901807849901475,0.004880425801058736,3.4045591386992013,1,5,0.01415017208084456,0.8,0.0024655261808933307
210,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.014054201942637347,0.014297523019401414,0.003965419412198348,3.5441905336429427,1,7,-0.009032438312462114,0.42857142857142855,0.02308664025509946
