analysis,fold_id,holdout_domain_count,evaluable_domain_count,model,defect_pair,process,severity,candidate_key,training_n,training_mean,training_sd,training_se,selection_score,direction
lodo,lodo_1475,1,1,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,19,0.016660477260538105,0.020277234515769578,0.004651916637300762,3.581422144788307,1
repeated_split,split_080,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.014222922546800758,0.018219197918633964,0.004704176674675078,3.0234669168294257,1
repeated_split,split_081,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015178209360138974,0.016804722010319247,0.004491250874470975,3.379506018337668,1
repeated_split,split_082,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.020147023753498736,0.023136581630682437,0.00641693318526029,3.1396655024827895,1
repeated_split,split_083,8,8,extra_trees,missing+label_flip,shared_latent,0.30+0.30,extra_trees | missing+label_flip | shared_latent | 0.30+0.30,18,0.014040549332624426,0.021136689093623443,0.004981965396644293,2.818275161461726,1
repeated_split,split_084,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.019102965187399384,0.0227971521375509,0.006092795192348333,3.13533683380494,1
repeated_split,split_085,8,6,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.008577249844465269,0.012280958279840548,0.003282224161744856,2.6132431612792515,1
repeated_split,split_086,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016465918808225143,0.019789762900703875,0.00528903660999454,3.1132170227579765,1
repeated_split,split_087,8,8,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.016259987763244447,0.013568374722275836,0.003916852399185834,4.151289378845188,1
repeated_split,split_088,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.015140694566070308,0.0193505843831194,0.004996299403680184,3.030381757129676,1
repeated_split,split_089,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.014716975937837332,0.016369066566021908,0.004226474813544232,3.4820924262165396,1
repeated_split,split_090,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017496655892402794,0.02239203199731589,0.005984522280545389,2.923651224305955,1
repeated_split,split_091,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.020380510194557874,0.023007407383303178,0.006381106695076029,3.1938833134202977,1
repeated_split,split_092,8,4,regularized_logistic,categorical_inconsistency+missing,independent,0.30+0.30,regularized_logistic | categorical_inconsistency+missing | independent | 0.30+0.30,13,-0.011448164990070776,0.017063516592368645,0.0047325680010396705,2.4190175371079286,-1
repeated_split,split_093,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.019405939752629272,0.022583486968365513,0.006035690773878419,3.215197809108333,1
repeated_split,split_094,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.011653428679737511,0.01588787369094922,0.004246212853990823,2.7444287605094932,1
repeated_split,split_095,8,5,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.012728393336855518,0.01432280813659761,0.0036981331589311084,3.441842894736239,1
repeated_split,split_096,8,6,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.023910909553187892,0.03201228323160278,0.008555642572930438,2.794753211037665,1
repeated_split,split_097,8,6,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.011688630591537755,0.013970463213158174,0.0037337633484404924,3.1305226123717316,1
repeated_split,split_098,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.013798234231639069,0.02083025475498259,0.005777273200005178,2.388364502413821,1
repeated_split,split_099,8,7,extra_trees,numeric_outlier+label_flip,independent,0.10+0.10,extra_trees | numeric_outlier+label_flip | independent | 0.10+0.10,13,0.008100806953722022,0.008350188194842378,0.0023159255150983294,3.4978702470826564,1
repeated_split,split_100,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.009145520562791335,0.008529252354404646,0.002365588977321377,3.8660649210274327,1
repeated_split,split_101,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.010655379814091611,0.011604783583720232,0.0032185878655204654,3.3105760225590646,1
repeated_split,split_102,8,6,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.01070600962398977,0.013729648181513333,0.0036694028240119125,2.9176435887418974,1
repeated_split,split_103,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.019290179920670787,0.022601676240486507,0.006268577122808482,3.077282059828642,1
repeated_split,split_104,8,6,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.009547171942105609,0.01268439889389961,0.003390048201296192,2.816234866057429,1
repeated_split,split_105,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017551356968257884,0.022516887591294634,0.005813835376633904,3.0188947280477993,1
repeated_split,split_106,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01948880686803342,0.022487640711178383,0.006010074784149929,3.242689578410951,1
repeated_split,split_107,8,8,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.021606715243092905,0.02356478032783486,0.006802566132834927,3.1762594910765594,1
repeated_split,split_108,8,8,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.10+0.10,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.10+0.10,12,-0.00992621241137908,0.010472492651586018,0.0030231482257397826,3.283402489783668,-1
repeated_split,split_109,8,8,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.007714333353478812,0.010374054774797645,0.0024451881598866994,3.1549037738822783,1
repeated_split,split_110,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017265661112343504,0.02203013252743563,0.005887800578777743,2.932446654965972,1
repeated_split,split_111,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013723885524440729,0.017338945047438138,0.004634027986829597,2.961545671162427,1
repeated_split,split_112,8,4,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.013892829970827676,0.016414884226957,0.00410372105673925,3.3854225905565554,1
repeated_split,split_113,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.020852440062644268,0.02278425392964788,0.006319215062810564,3.299846556159119,1
repeated_split,split_114,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.018735151668039907,0.022414167400001673,0.005787313137287445,3.237279757221018,1
repeated_split,split_115,8,7,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.009592632617744047,0.012341307981962058,0.00342286297963517,2.80251727130675,1
repeated_split,split_116,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015378292858442407,0.022414492089184068,0.005990524992591546,2.5671026959174146,1
repeated_split,split_117,8,3,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,17,0.015047115360247531,0.01825593979447878,0.004427715768679575,3.398392341867701,1
repeated_split,split_118,8,8,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.007392579566260595,0.009788437652773426,0.002307156880499274,3.2041945776400014,1
repeated_split,split_119,8,7,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.011615681388937022,0.014078558087926558,0.0039046894669705744,2.974802858765864,1
repeated_split,split_120,8,5,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.02464414212898604,0.02992998232919951,0.007727888207551464,3.188987918446402,1
repeated_split,split_121,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017838993614905076,0.022578197431207526,0.005829665509229988,3.0600372502780764,1
repeated_split,split_122,8,6,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.012785773155222264,0.01469371974938614,0.003927061788534057,3.2558115567606327,1
repeated_split,split_123,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.015532640617991198,0.0172122162791752,0.004773809873764783,3.2537199906835936,1
repeated_split,split_124,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017668111006828472,0.02185267783757594,0.0058403738179826584,3.0251678329951948,1
repeated_split,split_125,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01772824601993186,0.02280674657048725,0.006095359412410348,2.908482473377465,1
repeated_split,split_126,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.015046827970225975,0.017605019768274954,0.004882753960005578,3.0816273139039727,1
repeated_split,split_127,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018119318172090716,0.022048874479925304,0.005892809576275997,3.074818206418499,1
repeated_split,split_128,8,8,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.019277227257584958,0.024558067235872585,0.007089303364703983,2.7191990899362346,1
repeated_split,split_129,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.018406817963821737,0.022812457407110256,0.0060968856976985715,3.019052492778382,1
repeated_split,split_130,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017964250464398156,0.02247880231835479,0.005804001801445118,3.0951490159643473,1
repeated_split,split_131,8,5,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.012123646402816905,0.014557969769491167,0.0037588516314553543,3.2253591233455694,1
repeated_split,split_132,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01917003936872785,0.022037674987346205,0.005690103214341573,3.3690143476503,1
repeated_split,split_133,8,8,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.012793221119953206,0.015557173923466134,0.0036668610591271437,3.488875338788673,1
repeated_split,split_134,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.017008909224529398,0.022446047091125864,0.005795544438141193,2.934825089527684,1
repeated_split,split_135,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.02048647664693388,0.022285107969021386,0.005955945631953122,3.43966817578484,1
repeated_split,split_136,8,8,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.00689966051848514,0.009201329451371337,0.002168774150332056,3.1813642363031436,1
repeated_split,split_137,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.019560430479811007,0.022687999205239676,0.006063622844100453,3.225865292535823,1
repeated_split,split_138,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016799523234095105,0.023311000545703772,0.006230126956065993,2.69649773633235,1
repeated_split,split_139,8,8,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.011570355537183786,0.015413750981933339,0.00363305594761529,3.1847446623491935,1
repeated_split,split_140,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01627062489584531,0.018896176077342723,0.004878971683636758,3.3348471667532364,1
repeated_split,split_141,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.019771174698288853,0.023390991062847106,0.0064874936662319355,3.047582890323243,1
repeated_split,split_142,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013648175172108677,0.015568334192623276,0.004160812330828158,3.280170814479435,1
repeated_split,split_143,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.017513829000771138,0.021824498497422372,0.005832842572536943,3.002623297812349,1
repeated_split,split_144,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.016699340370066006,0.022487887071194645,0.005806347474541996,2.8760490899458695,1
repeated_split,split_145,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.01963794424625305,0.021752439554393207,0.005616455742236558,3.4965012006723164,1
repeated_split,split_146,8,6,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.011876257356126184,0.013484981619500475,0.003604012934793913,3.295287106622246,1
repeated_split,split_147,8,5,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.010940292705331584,0.014112438649322701,0.0036438159908800476,3.002427326932419,1
repeated_split,split_148,8,8,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.007570233174592249,0.00994696595652096,0.0023445223600292346,3.2289021011929497,1
repeated_split,split_149,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.021428261942085466,0.022990134855695933,0.006376316157849507,3.3606021739851144,1
repeated_split,split_150,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.008690942779157898,0.008681879162140752,0.002320329807007336,3.745563562951903,1
repeated_split,split_151,8,4,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.017093632915216803,0.020844347770537806,0.005211086942634452,3.280243278108724,1
repeated_split,split_152,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01796499398558941,0.023084657687801206,0.006169634282764945,2.911840988010448,1
repeated_split,split_153,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.014773519186440775,0.017836512564309348,0.00494695850969808,2.986384291980331,1
repeated_split,split_154,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.017833562110069402,0.023726608664450803,0.006580577240965041,2.710030056186091,1
repeated_split,split_155,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016712480653102515,0.01951415693916549,0.005215377818435323,3.2044621185501114,1
repeated_split,split_156,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.009807634825814157,0.009529745137347499,0.0026430757488315406,3.7106900285207294,1
repeated_split,split_157,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.02060114474531519,0.022369987023431306,0.005978630513447069,3.445796608266613,1
repeated_split,split_158,8,8,hist_gradient_boosting,missing+label_flip,independent,0.10+0.10,hist_gradient_boosting | missing+label_flip | independent | 0.10+0.10,18,0.006958343732043239,0.008436958873483516,0.00198861027734407,3.4990987481652764,1
repeated_split,split_159,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.016194773553864904,0.017453881549267556,0.00484083576013531,3.3454499091314416,1
repeated_split,split_160,8,7,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.027118226103592998,0.03129188355337108,0.00867880697365598,3.124649065926782,1
repeated_split,split_161,8,4,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.014236624086836494,0.01645336542504035,0.004113341356260088,3.461085004571721,1
repeated_split,split_162,8,6,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.011462987897951724,0.01347309438842025,0.003600835938652512,3.183424097417043,1
repeated_split,split_163,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.014471994645752996,0.015890192759052506,0.00440714652075157,3.2837561850076686,1
repeated_split,split_164,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01549188148777218,0.01707176760786285,0.004734856420996516,3.271879886172282,1
repeated_split,split_165,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.015831590532599683,0.01977612477150006,0.005285391666646167,2.995348600654525,1
repeated_split,split_166,8,6,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,14,0.009798630822092315,0.01315048393016315,0.0035146146669247833,2.7879673166748375,1
repeated_split,split_167,8,7,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.009467475434697325,0.01345164217583766,0.0037308142772443592,2.537643187559086,1
repeated_split,split_168,8,4,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,16,0.017386268709242248,0.02061322010868227,0.005153305027170567,3.373809354884668,1
repeated_split,split_169,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.011854407477598696,0.011573368749057029,0.003093112904983423,3.8325168985909444,1
repeated_split,split_170,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.020834575347877735,0.023235730011039832,0.0064444319982801205,3.2329575908998702,1
repeated_split,split_171,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019609538891280486,0.021784358966688417,0.005624697299052564,3.4863278588491435,1
repeated_split,split_172,8,8,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.021640504918433893,0.023416599092474663,0.006759789894772897,3.2013576243202055,1
repeated_split,split_173,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016183394705388734,0.022259511244073566,0.005949104619454676,2.720307632927824,1
repeated_split,split_174,8,7,hist_gradient_boosting,numeric_outlier+label_flip,shared_latent,0.30+0.30,hist_gradient_boosting | numeric_outlier+label_flip | shared_latent | 0.30+0.30,13,0.029291123002534027,0.02951803861092223,0.008186830904831225,3.577834126908461,1
repeated_split,split_175,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013956779726615026,0.017012004988054275,0.004546649580527744,3.0696844961152734,1
repeated_split,split_176,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.016375808149926247,0.01663187297319388,0.004445055026145482,3.6840507155940623,1
repeated_split,split_177,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019597929624775003,0.021786817588537025,0.005625332112484182,3.4838706822805587,1
repeated_split,split_178,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01995500283573621,0.022227678045769445,0.005940596839341872,3.3590905721094044,1
repeated_split,split_179,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.020438290940929065,0.023004824622140856,0.006380390366014258,3.2032978812386657,1
repeated_split,split_180,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019113331121354642,0.021662534149564837,0.005593242266527604,3.4172185309649707,1
repeated_split,split_181,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.01564690995917126,0.01694814659925536,0.00452958270823082,3.4543822173152643,1
repeated_split,split_182,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.014398047066440368,0.015358402813008192,0.004104705809595842,3.507692812669084,1
repeated_split,split_183,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.014499312085807698,0.01974733578106534,0.005277697485309178,2.7472798746361455,1
repeated_split,split_184,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01933533567852168,0.022421695357448663,0.006218659407239541,3.1092450015854176,1
repeated_split,split_185,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.013727090515331995,0.016509214465873057,0.004412273161147795,3.11111529453926,1
repeated_split,split_186,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.019006637837971664,0.02214078093104107,0.006140747763514146,3.0951666751240725,1
repeated_split,split_187,8,5,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,15,0.012421738313150958,0.014427039411867104,0.0037250455584826223,3.3346540647977707,1
repeated_split,split_188,8,8,regularized_logistic,numeric_outlier+label_flip,shared_latent,0.30+0.30,regularized_logistic | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.014209481392721138,0.01226661585352453,0.0035410669825390595,4.012768316100161,1
repeated_split,split_189,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.011725119016823554,0.010632873720284524,0.002841755035581222,4.126013280530855,1
repeated_split,split_190,8,8,extra_trees,missing+label_flip,shared_latent,0.30+0.30,extra_trees | missing+label_flip | shared_latent | 0.30+0.30,18,0.015022285669957034,0.02099816692562721,0.004949315408532693,3.035224961427674,1
repeated_split,split_191,8,4,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,16,0.011951265911965265,0.014064316914206482,0.0035160792285516204,3.39903202832217,1
repeated_split,split_192,8,5,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,15,0.019910875980142403,0.021656735398272134,0.005591745035381908,3.560762490806686,1
repeated_split,split_193,8,7,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,13,0.01747835490886337,0.022656822273732263,0.006283871880539714,2.7814626461420118,1
repeated_split,split_194,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.012135053249588159,0.011659337939587767,0.003116089137610874,3.8943216043210445,1
repeated_split,split_195,8,8,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,12,0.01203484520572507,0.018190516146629733,0.005251149696977456,2.2918495758466544,1
repeated_split,split_196,8,8,extra_trees,numeric_outlier+label_flip,shared_latent,0.30+0.30,extra_trees | numeric_outlier+label_flip | shared_latent | 0.30+0.30,12,0.01111938774083608,0.012760916586794634,0.0036837593132461213,3.018489210425015,1
repeated_split,split_197,8,6,extra_trees,numeric_outlier+label_flip,independent,0.30+0.30,extra_trees | numeric_outlier+label_flip | independent | 0.30+0.30,14,0.011268951297783533,0.010993269188710231,0.0029380747760522864,3.8354882556545897,1
repeated_split,split_198,8,8,extra_trees,missing+label_flip,independent,0.30+0.30,extra_trees | missing+label_flip | independent | 0.30+0.30,18,0.011190141820071657,0.016509981622600627,0.0038914399875353946,2.8755786690568557,1
